,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
7922,8132,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
7923,8133,119,HighSeason,[2-3],Standard,[160-260],[2-2],False
7924,8134,72,OffSeason,[4-7],Nonref,[160-260],[3-4],True
7925,8135,56,OffSeason,[0-1],Nonref,[160-260],[5-inf],False
7926,8136,32,OffSeason,[2-3],Standard,[160-260],[5-inf],True
7927,8137,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
7928,8138,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
7929,8139,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
7930,8140,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
7931,8141,72,OffSeason,[4-7],Nonref,[160-260],[3-4],True
7932,8142,614,OffSeason,[4-7],Nonref,[260-360],[2-2],False
7933,8143,132,OffSeason,[8-inf],Nonref,[160-260],[2-2],True
7934,8144,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7935,8145,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7936,8146,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
7937,8147,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7938,8148,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
7939,8149,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7940,8150,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7941,8151,33,OffSeason,[2-3],Standard,[260-360],[2-2],True
7942,8152,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7943,8153,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
7944,8154,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7945,8155,112,LowSeason,[4-7],Nonref,[160-260],[2-2],True
7946,8156,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7947,8157,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7948,8158,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
7949,8159,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
7950,8160,202,OffSeason,[0-1],Standard,[0-160],[2-2],False
7951,8161,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7952,8162,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7953,8163,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7954,8164,153,LowSeason,[2-3],Standard,[160-260],[2-2],True
7955,8165,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7956,8166,421,OffSeason,[0-1],Standard,[160-260],[2-2],False
7957,8167,151,OffSeason,[2-3],Nonref,[160-260],[1-1],False
7958,6798,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7959,8168,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
7960,8169,151,OffSeason,[2-3],Nonref,[160-260],[1-1],False
7961,2235,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7962,8171,344,HighSeason,[4-7],Nonref,[260-360],[5-inf],False
7963,8172,50,HighSeason,[2-3],Standard,[160-260],[3-4],False
7964,8173,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7965,8174,149,OffSeason,[0-1],Nonref,[160-260],[3-4],False
7966,8175,72,OffSeason,[4-7],Nonref,[160-260],[3-4],True
7967,706,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
7968,8176,427,OffSeason,[0-1],Standard,[260-360],[3-4],False
7969,8177,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7970,7777,225,LowSeason,[2-3],Standard,[160-260],[2-2],False
7971,8179,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7972,8180,140,OffSeason,[0-1],Standard,[160-260],[1-1],True
7973,8181,270,HighSeason,[2-3],Standard,[160-260],[2-2],True
7974,8182,278,LowSeason,[2-3],Nonref,[0-160],[2-2],True
7975,8183,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
7976,8184,202,OffSeason,[0-1],Standard,[0-160],[2-2],False
7977,8185,66,OffSeason,[2-3],Nonref,[0-160],[2-2],True
7978,8186,22,OffSeason,[2-3],Standard,[160-260],[2-2],True
7979,8187,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7980,8188,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7981,8189,22,OffSeason,[2-3],Standard,[160-260],[2-2],True
7982,8190,280,LowSeason,[2-3],Standard,[160-260],[1-1],True
7983,8191,198,HighSeason,[2-3],Standard,[260-360],[5-inf],True
7984,8191,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
7985,8192,418,OffSeason,[0-1],Nonref,[160-260],[1-1],False
7986,8193,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
7987,8194,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7988,8195,146,OffSeason,[2-3],Nonref,[260-360],[2-2],False
7989,8196,151,OffSeason,[2-3],Nonref,[160-260],[1-1],False
7990,8197,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7991,8198,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7992,8033,63,OffSeason,[2-3],Standard,[0-160],[2-2],True
7993,8199,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
7994,8200,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7995,8201,167,LowSeason,[4-7],Nonref,[260-360],[5-inf],True
7996,8202,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7997,8203,231,OffSeason,[0-1],Standard,[160-260],[3-4],False
7998,8204,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
7999,8205,206,HighSeason,[2-3],Standard,[160-260],[5-inf],True
8000,8206,171,OffSeason,[0-1],Standard,[160-260],[3-4],True
8001,8207,77,HighSeason,[4-7],Nonref,[0-160],[2-2],True
8002,8208,280,LowSeason,[2-3],Standard,[160-260],[1-1],True
8003,8209,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8004,8210,72,OffSeason,[4-7],Nonref,[160-260],[3-4],True
8005,8211,112,LowSeason,[4-7],Nonref,[160-260],[2-2],True
8006,8212,66,OffSeason,[2-3],Nonref,[0-160],[2-2],True
8007,8213,202,OffSeason,[0-1],Standard,[0-160],[2-2],False
8008,8214,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
8009,8215,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
8010,8096,423,OffSeason,[0-1],Standard,[160-260],[5-inf],False
8011,8216,415,OffSeason,[0-1],Nonref,[160-260],[2-2],True
8012,8217,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8013,8218,141,LowSeason,[2-3],Standard,[260-360],[5-inf],True
8014,8219,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
8015,8220,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
8016,8221,385,OffSeason,[0-1],Nonref,[160-260],[2-2],False
8017,8222,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
8018,8223,294,LowSeason,[0-1],Nonref,[160-260],[3-4],False
8019,8224,270,HighSeason,[2-3],Standard,[160-260],[2-2],True
8020,8225,251,LowSeason,[2-3],Nonref,[160-260],[5-inf],True
8021,8226,153,LowSeason,[2-3],Standard,[160-260],[2-2],True
8022,8227,232,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8023,8228,231,OffSeason,[0-1],Standard,[160-260],[3-4],False
8024,8229,50,HighSeason,[2-3],Standard,[160-260],[3-4],False
8025,8230,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
8026,8231,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
8027,1736,385,OffSeason,[0-1],Nonref,[160-260],[2-2],False
8028,8232,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
8029,7891,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8030,8233,171,OffSeason,[0-1],Standard,[160-260],[3-4],True
8031,8235,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
8032,8236,208,HighSeason,[4-7],Nonref,[160-260],[5-inf],True
8033,8238,155,LowSeason,[2-3],Standard,[160-260],[3-4],True
8034,8239,385,OffSeason,[0-1],Nonref,[160-260],[2-2],False
8035,8240,30,OffSeason,[4-7],Standard,[260-360],[3-4],True
8036,8241,385,OffSeason,[0-1],Nonref,[160-260],[2-2],False
8037,8242,219,HighSeason,[4-7],Nonref,[160-260],[3-4],False
8038,8243,385,OffSeason,[0-1],Nonref,[160-260],[2-2],False
8039,8244,155,LowSeason,[2-3],Standard,[160-260],[3-4],True
8040,8245,190,LowSeason,[2-3],Nonref,[260-360],[5-inf],True
8041,8246,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
8042,8247,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8043,2395,286,LowSeason,[4-7],Nonref,[160-260],[1-1],True
8044,8248,112,LowSeason,[4-7],Nonref,[160-260],[2-2],True
8045,8249,283,LowSeason,[4-7],Nonref,[0-160],[2-2],True
8046,8250,198,HighSeason,[2-3],Standard,[260-360],[5-inf],True
8047,8251,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8048,8252,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
8049,7012,385,OffSeason,[0-1],Nonref,[160-260],[2-2],False
8050,8253,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
8051,8254,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
8052,8255,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8053,8256,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8054,8257,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8055,8258,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
8056,8259,78,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
8057,8260,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8058,8261,424,OffSeason,[0-1],Nonref,[260-360],[3-4],True
8059,8263,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8060,271,165,OffSeason,[4-7],Nonref,[160-260],[1-1],False
8061,1736,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8062,8264,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8063,8265,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
8064,8266,415,OffSeason,[0-1],Nonref,[160-260],[2-2],True
8065,8267,151,OffSeason,[2-3],Nonref,[160-260],[1-1],False
8066,8268,246,HighSeason,[4-7],Standard,[160-260],[3-4],False
8067,8269,74,OffSeason,[4-7],Nonref,[160-260],[2-2],False
8068,8270,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
8069,8271,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
8070,8272,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
8071,8273,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
8072,8274,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8073,8275,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
8074,8276,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
8075,8277,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8076,8278,232,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8077,8279,153,LowSeason,[2-3],Standard,[160-260],[2-2],True
8078,8280,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8079,8281,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8080,8282,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8081,8284,74,OffSeason,[4-7],Nonref,[160-260],[2-2],False
8082,8285,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
8083,8287,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
8084,8288,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
8085,8289,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
8086,8290,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8087,8291,32,OffSeason,[2-3],Standard,[160-260],[5-inf],True
8088,8292,206,HighSeason,[2-3],Standard,[160-260],[5-inf],True
8089,8293,149,OffSeason,[0-1],Nonref,[160-260],[3-4],False
8090,8294,275,HighSeason,[2-3],Standard,[160-260],[5-inf],False
8091,8296,204,HighSeason,[4-7],Nonref,[160-260],[5-inf],False
8092,8297,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8093,8298,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8094,8299,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8095,8300,385,OffSeason,[0-1],Nonref,[160-260],[2-2],False
8096,8301,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
8097,8302,151,OffSeason,[2-3],Nonref,[160-260],[1-1],False
8098,8303,464,OffSeason,[0-1],Standard,[260-360],[2-2],True
8099,8304,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
8100,8305,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8101,8306,140,OffSeason,[0-1],Standard,[160-260],[1-1],True
8102,8307,149,OffSeason,[0-1],Nonref,[160-260],[3-4],False
8103,8308,286,LowSeason,[4-7],Nonref,[160-260],[1-1],True
8104,8309,141,LowSeason,[2-3],Standard,[260-360],[5-inf],True
8105,7625,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8106,8310,132,OffSeason,[8-inf],Nonref,[160-260],[2-2],True
8107,8311,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8108,8312,86,LowSeason,[2-3],Nonref,[260-360],[5-inf],False
8109,8313,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
8110,8314,149,OffSeason,[0-1],Nonref,[160-260],[3-4],False
8111,8316,67,HighSeason,[4-7],Standard,[160-260],[3-4],True
8112,8317,268,LowSeason,[0-1],Nonref,[160-260],[3-4],True
8113,8318,95,HighSeason,[4-7],Standard,[260-360],[5-inf],True
8114,8319,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
8115,8320,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
8116,8321,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
8117,8166,140,OffSeason,[0-1],Standard,[160-260],[1-1],True
8118,8322,232,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8119,8323,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
8120,8324,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8121,8325,385,OffSeason,[0-1],Nonref,[160-260],[2-2],False
8122,8326,101,OffSeason,[4-7],Nonref,[260-360],[5-inf],False
8123,7942,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
8124,8328,22,OffSeason,[2-3],Standard,[160-260],[2-2],True
8125,8329,30,OffSeason,[4-7],Standard,[260-360],[3-4],True
8126,8330,441,OffSeason,[0-1],Standard,[260-360],[5-inf],True
8127,8331,165,OffSeason,[4-7],Nonref,[160-260],[1-1],False
8128,8332,117,HighSeason,[8-inf],Standard,[160-260],[2-2],True
8129,8333,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8130,8334,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8131,8335,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8132,8336,155,LowSeason,[2-3],Standard,[160-260],[3-4],True
8133,8337,229,LowSeason,[4-7],Standard,[260-360],[3-4],True
8134,8338,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
8135,8339,418,OffSeason,[0-1],Nonref,[160-260],[1-1],False
8136,8340,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
8137,5982,88,LowSeason,[4-7],Nonref,[260-360],[3-4],True
8138,7616,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8139,8341,67,HighSeason,[4-7],Standard,[160-260],[3-4],True
8140,8343,63,OffSeason,[2-3],Standard,[0-160],[2-2],True
8141,6823,22,OffSeason,[2-3],Standard,[160-260],[2-2],True
8142,8344,88,LowSeason,[4-7],Nonref,[260-360],[3-4],True
8143,8345,263,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
8144,8346,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
8145,8347,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
8146,8348,232,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8147,8349,251,LowSeason,[2-3],Nonref,[160-260],[5-inf],True
8148,8350,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
8149,8351,147,OffSeason,[4-7],Nonref,[160-260],[1-1],True
8150,8352,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
8151,8353,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8152,8354,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8153,8355,141,LowSeason,[2-3],Standard,[260-360],[5-inf],True
8154,8356,385,OffSeason,[0-1],Nonref,[160-260],[2-2],False
8155,8357,257,LowSeason,[2-3],Nonref,[160-260],[2-2],False
8156,8358,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
8157,8359,196,OffSeason,[2-3],Nonref,[260-360],[2-2],True
8158,8360,232,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8159,8361,149,OffSeason,[0-1],Nonref,[160-260],[3-4],False
8160,8363,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8161,8364,310,HighSeason,[4-7],Standard,[260-360],[3-4],False
8162,8365,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8163,8366,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8164,8367,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
8165,8368,84,OffSeason,[2-3],Nonref,[260-360],[3-4],True
8166,8369,250,HighSeason,[2-3],Nonref,[160-260],[5-inf],False
8167,8370,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
8168,8371,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
8169,8372,84,OffSeason,[2-3],Nonref,[260-360],[3-4],True
8170,8373,155,LowSeason,[2-3],Standard,[160-260],[3-4],True
8171,8374,500,OffSeason,[0-1],Nonref,[260-360],[2-2],False
8172,8375,294,LowSeason,[0-1],Nonref,[160-260],[3-4],False
8173,8376,141,LowSeason,[2-3],Standard,[260-360],[5-inf],True
8174,8267,612,OffSeason,[0-1],Nonref,[0-160],[1-1],False
8175,8378,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
8176,8379,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8177,7503,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
8178,5373,385,OffSeason,[0-1],Nonref,[160-260],[2-2],False
8179,8380,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
8180,8381,36,OffSeason,[2-3],Standard,[160-260],[1-1],False
8181,8382,615,LowSeason,[0-1],Standard,[260-360],[5-inf],False
8182,8383,171,OffSeason,[0-1],Standard,[160-260],[3-4],True
8183,8384,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8184,8385,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
8185,1736,36,OffSeason,[2-3],Standard,[160-260],[1-1],False
8186,8386,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
8187,8387,270,HighSeason,[2-3],Standard,[160-260],[2-2],True
8188,8388,190,LowSeason,[2-3],Nonref,[260-360],[5-inf],True
8189,8389,153,LowSeason,[2-3],Standard,[160-260],[2-2],True
8190,8390,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
8191,8391,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
8192,8392,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8193,8393,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
8194,8394,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
8195,8395,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
8196,8396,190,LowSeason,[2-3],Nonref,[260-360],[5-inf],True
8197,8397,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8198,8398,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
8199,8400,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
8200,8401,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
8201,8402,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
8202,8403,84,OffSeason,[2-3],Nonref,[260-360],[3-4],True
8203,8404,418,OffSeason,[0-1],Nonref,[160-260],[1-1],False
8204,8405,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8205,8406,352,HighSeason,[4-7],Nonref,[160-260],[2-2],False
8206,8407,78,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
8207,8408,59,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
8208,8409,22,OffSeason,[2-3],Standard,[160-260],[2-2],True
8209,8410,81,OffSeason,[0-1],Nonref,[260-360],[5-inf],True
8210,8411,415,OffSeason,[0-1],Nonref,[160-260],[2-2],True
8211,8412,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
8212,8413,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
8213,8414,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8214,8415,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
8215,5207,135,OffSeason,[2-3],Nonref,[160-260],[1-1],True
8216,8416,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
8217,8417,135,OffSeason,[2-3],Nonref,[160-260],[1-1],True
8218,8418,467,OffSeason,[0-1],Nonref,[260-360],[2-2],True
8219,8420,255,HighSeason,[8-inf],Nonref,[160-260],[2-2],True
8220,8421,112,LowSeason,[4-7],Nonref,[160-260],[2-2],True
8221,8422,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
8222,8423,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
8223,8424,52,OffSeason,[0-1],Standard,[160-260],[2-2],True
8224,1736,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
8225,8426,155,LowSeason,[2-3],Standard,[160-260],[3-4],True
8226,8427,278,LowSeason,[2-3],Nonref,[0-160],[2-2],True
8227,8428,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
8228,1412,67,HighSeason,[4-7],Standard,[160-260],[3-4],True
8229,8430,72,OffSeason,[4-7],Nonref,[160-260],[3-4],True
8230,8431,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8231,5983,140,OffSeason,[0-1],Standard,[160-260],[1-1],True
8232,8432,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
8233,8309,153,LowSeason,[2-3],Standard,[160-260],[2-2],True
8234,8433,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
8235,8434,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8236,8435,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
8237,8436,30,OffSeason,[4-7],Standard,[260-360],[3-4],True
8238,8403,72,OffSeason,[4-7],Nonref,[160-260],[3-4],True
8239,8437,257,LowSeason,[2-3],Nonref,[160-260],[2-2],False
8240,8438,67,HighSeason,[4-7],Standard,[160-260],[3-4],True
8241,8439,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
8242,8440,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
8243,8441,299,LowSeason,[0-1],Nonref,[260-360],[3-4],True
8244,8442,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
8245,8203,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
8246,8443,210,HighSeason,[2-3],Standard,[260-360],[5-inf],False
8247,3098,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
8248,8444,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
8249,8445,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
8250,8446,186,LowSeason,[4-7],Standard,[160-260],[2-2],True
8251,8447,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
8252,8449,153,LowSeason,[2-3],Standard,[160-260],[2-2],True
8253,8450,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
8254,8451,232,LowSeason,[2-3],Nonref,[160-260],[3-4],False
8255,8452,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
8256,8453,206,HighSeason,[2-3],Standard,[160-260],[5-inf],True
8257,8454,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
8258,8455,74,OffSeason,[4-7],Nonref,[160-260],[2-2],False
8259,8456,149,OffSeason,[0-1],Nonref,[160-260],[3-4],False
8260,8457,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
8261,8458,261,LowSeason,[4-7],Standard,[160-260],[2-2],False
8262,8459,268,LowSeason,[0-1],Nonref,[160-260],[3-4],True
8263,1,153,LowSeason,[2-3],Standard,[160-260],[2-2],True
8264,8460,151,OffSeason,[2-3],Nonref,[160-260],[1-1],False
8265,50,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
8266,8461,155,LowSeason,[2-3],Standard,[160-260],[3-4],True
8267,1736,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
8268,8462,143,OffSeason,[2-3],Nonref,[0-160],[2-2],False
8269,8463,62,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
8270,8464,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
8271,8465,186,LowSeason,[4-7],Standard,[160-260],[2-2],True
8272,8466,151,OffSeason,[2-3],Nonref,[160-260],[1-1],False
8273,8467,22,OffSeason,[2-3],Standard,[160-260],[2-2],True
8274,8468,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
8275,8469,613,OffSeason,[2-3],Nonref,[260-360],[1-1],False
8276,8470,281,LowSeason,[0-1],Standard,[160-260],[3-4],True
8277,8471,616,LowSeason,[4-7],Nonref,[0-160],[1-1],True
8278,8472,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
8279,8473,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
8280,8473,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
8281,8475,617,LowSeason,[4-7],Nonref,[160-260],[5-inf],False
8282,8476,263,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
8283,8477,263,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
8284,8478,257,LowSeason,[2-3],Nonref,[160-260],[2-2],False
8285,8479,257,LowSeason,[2-3],Nonref,[160-260],[2-2],False
8286,8480,281,LowSeason,[0-1],Standard,[160-260],[3-4],True
8287,8481,112,LowSeason,[4-7],Nonref,[160-260],[2-2],True
8288,8482,155,LowSeason,[2-3],Standard,[160-260],[3-4],True
8289,8483,206,HighSeason,[2-3],Standard,[160-260],[5-inf],True
8290,8484,238,LowSeason,[2-3],Standard,[160-260],[3-4],False
8291,8485,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
8292,8486,88,LowSeason,[4-7],Nonref,[260-360],[3-4],True
8293,8487,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
8294,8488,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
8295,706,52,OffSeason,[0-1],Standard,[160-260],[2-2],True
8296,8489,22,OffSeason,[2-3],Standard,[160-260],[2-2],True
8297,8490,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
8298,8491,33,OffSeason,[2-3],Standard,[260-360],[2-2],True
8299,8493,240,LowSeason,[0-1],Standard,[160-260],[3-4],False
8300,8494,343,LowSeason,[0-1],Nonref,[0-160],[2-2],True
8301,8495,287,LowSeason,[0-1],Nonref,[160-260],[2-2],False
8302,8496,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
8303,8497,149,OffSeason,[0-1],Nonref,[160-260],[3-4],False
8304,8498,257,LowSeason,[2-3],Nonref,[160-260],[2-2],False
8305,8499,33,OffSeason,[2-3],Standard,[260-360],[2-2],True
8306,8500,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
8307,8501,189,LowSeason,[4-7],Standard,[160-260],[1-1],True
8308,8502,423,OffSeason,[0-1],Standard,[160-260],[5-inf],False
8309,8503,294,LowSeason,[0-1],Nonref,[160-260],[3-4],False
8310,8504,150,LowSeason,[8-inf],Standard,[160-260],[2-2],True
8311,8505,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
